"","miRNA","GeneID","CCR","mRNA.clone.number","cluster.name","X3.UTR","CDS","X5.UTR","EXONIC","INTRONIC","G.1.Fraction","G.1.Freq","T2C.Fraction","T2C.Freq","T2C.and.G.1.Fraction","T2C.and.G.1.Freq","X.T2C.positions"
"1874","hsa-miR-16","UBR3","slc2425_chr2",5,"slc2425_chr2",1,0,0,1,0,1,5,1,5,1,5,2
"1875","hsa-miR-424","UBR3","slc2425_chr2",5,"slc2425_chr2",1,0,0,1,0,1,5,1,5,1,5,2
"1876","hsa-miR-103","HECTD1","slc2426_chr14",5,"slc2426_chr14",0,1,0,1,0,0.6,3,1,5,0.6,3,3
"1877","hsa-miR-107","HECTD1","slc2426_chr14",5,"slc2426_chr14",0,1,0,1,0,0.6,3,1,5,0.6,3,3
"1878","hsa-miR-25","TULP4","slc2426_chr6",8,"slc2426_chr6",1,0,0,1,0,0.75,6,1,8,0.75,6,1
"1879","hsa-miR-22","HECTD1","slc2427_chr14",87,"slc2427_chr14",0,1,0,1,0,0.966,84,0.977,85,0.943,82,5
"1880","hsa-miR-200b","SERINC3","slc2429_chr20",27,"slc2429_chr20",0,1,0,1,0,0.889,24,0.889,24,0.852,23,1
"1881","hsa-miR-200c","SERINC3","slc2429_chr20",27,"slc2429_chr20",0,1,0,1,0,0.889,24,0.889,24,0.852,23,1
"1885","hsa-miR-7","TMEM181","slc2434_chr6",7,"slc2434_chr6",1,0,0,1,0,1,7,1,7,1,7,1
"1886","hsa-miR-27a","HEATR5A","slc2436_chr14",12,"slc2436_chr14",1,0,0,1,0,1,12,1,12,1,12,1
"1887","hsa-miR-27b","HEATR5A","slc2436_chr14",12,"slc2436_chr14",1,0,0,1,0,1,12,1,12,1,12,1
"1888","hsa-miR-106b","BNIP2","slc2436_chr15",12,"slc2436_chr15",1,0,0,1,0,0.917,11,1,12,0.917,11,6
"1889","hsa-miR-17","BNIP2","slc2436_chr15",12,"slc2436_chr15",1,0,0,1,0,0.917,11,1,12,0.917,11,6
"1890","hsa-miR-93","BNIP2","slc2436_chr15",12,"slc2436_chr15",1,0,0,1,0,0.917,11,1,12,0.917,11,6
"1891","hsa-miR-200b","SMC4","slc2437_chr3",11,"slc2437_chr3",0,1,0,0.94,0.06,0.909,10,1,11,0.909,10,1
"1892","hsa-miR-200c","SMC4","slc2437_chr3",11,"slc2437_chr3",0,1,0,0.94,0.06,0.909,10,1,11,0.909,10,1
"1893","hsa-miR-200b","SWAP70","slc243_chr11",12,"slc243_chr11",1,0,0,1,0,0.917,11,0.917,11,0.833,10,2
"1894","hsa-miR-200c","SWAP70","slc243_chr11",12,"slc243_chr11",1,0,0,1,0,0.917,11,0.917,11,0.833,10,2
"1898","hsa-miR-33a","ARCN1","slc2456_chr11",16,"slc2456_chr11",1,0,0,0.78,0.22,1,16,0.875,14,0.875,14,4
"1899","hsa-miR-106b","EGLN3","slc2457_chr14",5,"slc2457_chr14",1,0,0,1,0,1,5,1,5,1,5,1
"1900","hsa-miR-17","EGLN3","slc2457_chr14",5,"slc2457_chr14",1,0,0,1,0,1,5,1,5,1,5,1
"1901","hsa-miR-93","EGLN3","slc2457_chr14",5,"slc2457_chr14",1,0,0,1,0,1,5,1,5,1,5,1
"1902","hsa-miR-301a","EGLN3","slc2457_chr14",5,"slc2457_chr14",1,0,0,1,0,1,5,1,5,1,5,1
"1905","hsa-miR-196a","C14orf147","slc2462_chr14",27,"slc2462_chr14",1,0,0,1,0,1,27,0.333,9,0.333,9,2
"1906","hsa-miR-375","HAT1","slc2464_chr2",18,"slc2464_chr2",0,1,0,1,0,0.833,15,1,18,0.833,15,1
"1908","hsa-miR-24","NCOA5","slc2472_chr20",37,"slc2472_chr20",1,0,0,0.71,0.29,1,37,1,37,1,37,4
"1909","hsa-miR-33a","U2AF2","slc2474_chr19",7,"slc2474_chr19",0,1,0,1,0,1,7,1,7,1,7,1
"1910","hsa-miR-200b","CFL2","slc2480_chr14",102,"slc2480_chr14",1,0,0,1,0,0.971,99,0.99,101,0.961,98,8
"1911","hsa-miR-200c","CFL2","slc2480_chr14",102,"slc2480_chr14",1,0,0,1,0,0.971,99,0.99,101,0.961,98,8
"1912","hsa-miR-193a-3p","UPF2","slc2481_chr10",10,"slc2481_chr10",0,1,0,0.91,0.09,1,10,0.9,9,0.9,9,1
"1913","hsa-miR-193b","UPF2","slc2481_chr10",10,"slc2481_chr10",0,1,0,0.91,0.09,1,10,0.9,9,0.9,9,1
"1914","hsa-miR-27a","PTGFRN","slc2482_chr1",18,"slc2482_chr1",1,0,0,1,0,0.778,14,1,18,0.778,14,2
"1915","hsa-miR-27b","PTGFRN","slc2482_chr1",18,"slc2482_chr1",1,0,0,1,0,0.778,14,1,18,0.778,14,2
"1916","hsa-miR-181a","HMBS","slc2484_chr11",5,"slc2484_chr11",1,0,0,1,0,0.6,3,0.6,3,0.2,1,2
"1917","hsa-miR-181b","HMBS","slc2484_chr11",5,"slc2484_chr11",1,0,0,1,0,0.6,3,0.6,3,0.2,1,2
"1918","hsa-miR-301a","JARID2","slc248_chr6",10,"slc248_chr6",1,0,0,0.88,0.12,1,10,0.9,9,0.9,9,1
"1919","hsa-miR-19a","JARID2","slc248_chr6",10,"slc248_chr6",1,0,0,0.88,0.12,1,10,0.9,9,0.9,9,1
"1920","hsa-miR-19b","JARID2","slc248_chr6",10,"slc248_chr6",1,0,0,0.88,0.12,1,10,0.9,9,0.9,9,1
"1921","hsa-miR-16","CA12","slc2497_chr15",20,"slc2497_chr15",0.5,0.5,0,1,0,0.95,19,0.85,17,0.85,17,3
"1922","hsa-miR-424","CA12","slc2497_chr15",20,"slc2497_chr15",0.5,0.5,0,1,0,0.95,19,0.85,17,0.85,17,3
"1924","hsa-miR-27a","USP25","slc24_chr21",21,"slc24_chr21",1,0,0,1,0,0.667,14,0.81,17,0.571,12,1
"1925","hsa-miR-27b","USP25","slc24_chr21",21,"slc24_chr21",1,0,0,1,0,0.667,14,0.81,17,0.571,12,1
"1926","hsa-miR-27a","GATC","slc2507_chr12",28,"slc2507_chr12",1,0,0,1,0,0.893,25,0.964,27,0.857,24,1
"1927","hsa-miR-27b","GATC","slc2507_chr12",28,"slc2507_chr12",1,0,0,1,0,0.893,25,0.964,27,0.857,24,1
"1928","hsa-miR-200b","GATC","slc2507_chr12",28,"slc2507_chr12",1,0,0,1,0,0.893,25,0.964,27,0.857,24,1
"1929","hsa-miR-200c","GATC","slc2507_chr12",28,"slc2507_chr12",1,0,0,1,0,0.893,25,0.964,27,0.857,24,1
"1930","hsa-miR-103","GATC","slc2508_chr12",10,"slc2508_chr12",1,0,0,0.5,0.5,0.9,9,0.9,9,0.8,8,3
"1931","hsa-miR-107","GATC","slc2508_chr12",10,"slc2508_chr12",1,0,0,0.5,0.5,0.9,9,0.9,9,0.8,8,3
"1932","hsa-miR-16","GATC","slc2508_chr12",10,"slc2508_chr12",1,0,0,0.5,0.5,0.9,9,0.9,9,0.8,8,3
"1933","hsa-miR-424","GATC","slc2508_chr12",10,"slc2508_chr12",1,0,0,0.5,0.5,0.9,9,0.9,9,0.8,8,3
"1934","hsa-miR-103","NFKBIA","slc2509_chr14",6,"slc2509_chr14",0,1,0,1,0,0.833,5,1,6,0.833,5,1
"1935","hsa-miR-107","NFKBIA","slc2509_chr14",6,"slc2509_chr14",0,1,0,1,0,0.833,5,1,6,0.833,5,1
"1937","hsa-miR-200b","QKI","slc2510_chr6",24,"slc2510_chr6",1,0,0,1,0,0.958,23,0.833,20,0.792,19,7
"1938","hsa-miR-200c","QKI","slc2510_chr6",24,"slc2510_chr6",1,0,0,1,0,0.958,23,0.833,20,0.792,19,7
"1939","hsa-miR-33a","TNRC6C","slc2514_chr17",121,"slc2514_chr17",0,1,0,1,0,0.917,111,0.983,119,0.901,109,2
"1940","hsa-miR-101","ARAP2","slc2514_chr4",11,"slc2514_chr4",1,0,0,1,0,0.909,10,0.818,9,0.727,8,1
"1941","hsa-let-7a","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1942","hsa-let-7b","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1943","hsa-let-7c","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1944","hsa-let-7d","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1945","hsa-let-7e","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1946","hsa-let-7f","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1947","hsa-let-7g","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1948","hsa-let-7i","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1949","hsa-miR-98","ZNF264","slc2516_chr19",17,"slc2516_chr19",0,1,0,1,0,0.882,15,1,17,0.882,15,1
"1950","hsa-let-7a","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1951","hsa-let-7b","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1952","hsa-let-7c","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1953","hsa-let-7d","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1954","hsa-let-7e","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1955","hsa-let-7f","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1956","hsa-let-7g","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1957","hsa-let-7i","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1958","hsa-miR-98","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"1959","hsa-miR-25","ZNF264","slc2520_chr19",55,"slc2520_chr19",1,0,0,1,0,0.927,51,0.909,50,0.836,46,3
"1960","hsa-miR-186","RNF10","slc2523_chr12",7,"slc2523_chr12",1,0,0,1,0,1,7,1,7,1,7,4
"1961","hsa-miR-16","RNF10","slc2523_chr12",7,"slc2523_chr12",1,0,0,1,0,1,7,1,7,1,7,4
"1962","hsa-miR-424","RNF10","slc2523_chr12",7,"slc2523_chr12",1,0,0,1,0,1,7,1,7,1,7,4
"1963","hsa-miR-27a","NEURL1B","slc2526_chr5",37,"slc2526_chr5",1,0,0,1,0,0.946,35,0.973,36,0.919,34,4
"1964","hsa-miR-27b","NEURL1B","slc2526_chr5",37,"slc2526_chr5",1,0,0,1,0,0.946,35,0.973,36,0.919,34,4
"1965","hsa-miR-320a","TNRC6C","slc2528_chr17",5,"slc2528_chr17",0.8,0.2,0,1,0,0.8,4,0.8,4,0.8,4,2
"1966","hsa-miR-26a","JARID2","slc252_chr6",7,"slc252_chr6",1,0,0,1,0,1,7,0.857,6,0.857,6,4
"1967","hsa-miR-26b","JARID2","slc252_chr6",7,"slc252_chr6",1,0,0,1,0,1,7,0.857,6,0.857,6,4
"1968","hsa-miR-33a","FAM46C","slc2533_chr1",5,"slc2533_chr1",1,0,0,1,0,1,5,1,5,1,5,1
"1969","hsa-let-7a","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1970","hsa-let-7b","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1971","hsa-let-7c","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1972","hsa-let-7d","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1973","hsa-let-7e","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1974","hsa-let-7f","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1975","hsa-let-7g","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1976","hsa-let-7i","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1977","hsa-miR-98","ZNF805","slc2533_chr19",8,"slc2533_chr19",0,1,0,1,0,1,8,1,8,1,8,1
"1978","hsa-miR-30a","RAP2C","slc2535_chrX",9,"slc2535_chrX",1,0,0,1,0,1,9,1,9,1,9,2
"1979","hsa-miR-30b","RAP2C","slc2535_chrX",9,"slc2535_chrX",1,0,0,1,0,1,9,1,9,1,9,2
"1980","hsa-miR-30c","RAP2C","slc2535_chrX",9,"slc2535_chrX",1,0,0,1,0,1,9,1,9,1,9,2
"1981","hsa-miR-30d","RAP2C","slc2535_chrX",9,"slc2535_chrX",1,0,0,1,0,1,9,1,9,1,9,2
"1982","hsa-miR-30e","RAP2C","slc2535_chrX",9,"slc2535_chrX",1,0,0,1,0,1,9,1,9,1,9,2
"1986","hsa-miR-25","ZNF805","slc2538_chr19",5,"slc2538_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,2
"1987","hsa-miR-200b","RAP2C","slc2538_chrX",26,"slc2538_chrX",1,0,0,1,0,0.769,20,0.962,25,0.731,19,3
"1988","hsa-miR-200c","RAP2C","slc2538_chrX",26,"slc2538_chrX",1,0,0,1,0,0.769,20,0.962,25,0.731,19,3
"1989","hsa-miR-16","JARID2","slc253_chr6",24,"slc253_chr6",1,0,0,1,0,0.792,19,0.833,20,0.625,15,1
"1990","hsa-miR-424","JARID2","slc253_chr6",24,"slc253_chr6",1,0,0,1,0,0.792,19,0.833,20,0.625,15,1
"1991","hsa-miR-423-3p","RAP2C","slc2543_chrX",5,"slc2543_chrX",1,0,0,1,0,0.6,3,0.6,3,0.6,3,3
"1995","hsa-miR-106b","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"1996","hsa-miR-17","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"1997","hsa-miR-93","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"1998","hsa-miR-301a","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"1999","hsa-miR-19a","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"2000","hsa-miR-19b","ATP6V0E1","slc2545_chr5",8,"slc2545_chr5",1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
"2003","hsa-miR-33a","RNF34","slc2553_chr12",35,"slc2553_chr12",1,0,0,0.91,0.09,0.971,34,0.943,33,0.914,32,1
"2004","hsa-miR-203","RNF34","slc2553_chr12",35,"slc2553_chr12",1,0,0,0.91,0.09,0.971,34,0.943,33,0.914,32,1
"2008","hsa-miR-27a","C5orf41","slc2556_chr5",14,"slc2556_chr5",1,0,0,0.67,0.33,0.929,13,0.857,12,0.857,12,5
"2009","hsa-miR-27b","C5orf41","slc2556_chr5",14,"slc2556_chr5",1,0,0,0.67,0.33,0.929,13,0.857,12,0.857,12,5
"2010","hsa-miR-141","C5orf41","slc2561_chr5",22,"slc2561_chr5",1,0,0,0.67,0.33,0.955,21,0.864,19,0.818,18,1
"2011","hsa-miR-200a","C5orf41","slc2561_chr5",22,"slc2561_chr5",1,0,0,0.67,0.33,0.955,21,0.864,19,0.818,18,1
"2012","hsa-miR-27a","C6orf120","slc2565_chr6",51,"slc2565_chr6",1,0,0,1,0,0.804,41,0.941,48,0.745,38,3
"2013","hsa-miR-27b","C6orf120","slc2565_chr6",51,"slc2565_chr6",1,0,0,1,0,0.804,41,0.941,48,0.745,38,3
"2014","hsa-miR-24","ZNF805","slc2567_chr19",5,"slc2567_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,3
"2015","hsa-miR-301a","ZNF805","slc2567_chr19",5,"slc2567_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,3
"2016","hsa-miR-19a","ZNF805","slc2567_chr19",5,"slc2567_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,3
"2017","hsa-miR-19b","ZNF805","slc2567_chr19",5,"slc2567_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,3
"2018","hsa-miR-16","CBX2","slc2568_chr17",14,"slc2568_chr17",NA,NA,NA,1,0,1,14,1,14,1,14,4
"2019","hsa-miR-424","CBX2","slc2568_chr17",14,"slc2568_chr17",NA,NA,NA,1,0,1,14,1,14,1,14,4
"2020","hsa-miR-16","C5orf41","slc2569_chr5",6,"slc2569_chr5",1,0,0,0.75,0.25,1,6,1,6,1,6,1
"2021","hsa-miR-424","C5orf41","slc2569_chr5",6,"slc2569_chr5",1,0,0,0.75,0.25,1,6,1,6,1,6,1
"2024","hsa-miR-186","RHOB","slc256_chr2",6,"slc256_chr2",1,0,0,1,0,0.833,5,0.5,3,0.5,3,2
"2025","hsa-miR-19a","RHOB","slc256_chr2",6,"slc256_chr2",1,0,0,1,0,0.833,5,0.5,3,0.5,3,2
"2026","hsa-miR-19b","RHOB","slc256_chr2",6,"slc256_chr2",1,0,0,1,0,0.833,5,0.5,3,0.5,3,2
"2027","hsa-miR-27a","UNKL","slc2570_chr16",6,"slc2570_chr16",1,0,0,0.8,0.2,0.667,4,0.333,2,0.333,2,2
"2028","hsa-miR-27b","UNKL","slc2570_chr16",6,"slc2570_chr16",1,0,0,0.8,0.2,0.667,4,0.333,2,0.333,2,2
"2029","hsa-miR-101","UNKL","slc2570_chr16",6,"slc2570_chr16",1,0,0,0.8,0.2,0.667,4,0.333,2,0.333,2,2
"2030","hsa-miR-30a","CSNK1G1","slc2571_chr15",20,"slc2571_chr15",1,0,0,0.85,0.15,0.9,18,0.9,18,0.8,16,2
"2031","hsa-miR-30b","CSNK1G1","slc2571_chr15",20,"slc2571_chr15",1,0,0,0.85,0.15,0.9,18,0.9,18,0.8,16,2
"2032","hsa-miR-30c","CSNK1G1","slc2571_chr15",20,"slc2571_chr15",1,0,0,0.85,0.15,0.9,18,0.9,18,0.8,16,2
"2033","hsa-miR-30d","CSNK1G1","slc2571_chr15",20,"slc2571_chr15",1,0,0,0.85,0.15,0.9,18,0.9,18,0.8,16,2
"2034","hsa-miR-30e","CSNK1G1","slc2571_chr15",20,"slc2571_chr15",1,0,0,0.85,0.15,0.9,18,0.9,18,0.8,16,2
"2035","hsa-miR-200b","FNDC3B","slc2571_chr3",17,"slc2571_chr3",1,0,0,1,0,1,17,1,17,1,17,1
"2036","hsa-miR-200c","FNDC3B","slc2571_chr3",17,"slc2571_chr3",1,0,0,1,0,1,17,1,17,1,17,1
"2037","hsa-miR-103","SETD1B","slc2575_chr12",8,"slc2575_chr12",1,0,0,1,0,0.75,6,1,8,0.75,6,2
"2038","hsa-miR-107","SETD1B","slc2575_chr12",8,"slc2575_chr12",1,0,0,1,0,0.75,6,1,8,0.75,6,2
"2039","hsa-miR-16","SETD1B","slc2575_chr12",8,"slc2575_chr12",1,0,0,1,0,0.75,6,1,8,0.75,6,2
"2040","hsa-miR-424","SETD1B","slc2575_chr12",8,"slc2575_chr12",1,0,0,1,0,0.75,6,1,8,0.75,6,2
"2041","hsa-miR-185","RBM47","slc2576_chr4",14,"slc2576_chr4",1,0,0,1,0,0.857,12,0.857,12,0.714,10,3
"2042","hsa-miR-23a","SETD1B","slc2577_chr12",6,"slc2577_chr12",1,0,0,1,0,0.833,5,1,6,0.833,5,2
"2043","hsa-miR-23b","SETD1B","slc2577_chr12",6,"slc2577_chr12",1,0,0,1,0,0.833,5,1,6,0.833,5,2
"2044","hsa-let-7a","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2045","hsa-let-7b","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2046","hsa-let-7c","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2047","hsa-let-7d","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2048","hsa-let-7e","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2049","hsa-let-7f","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2050","hsa-let-7g","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2051","hsa-let-7i","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2052","hsa-miR-98","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"2053","hsa-miR-30a","SETD1B","slc2578_chr12",7,"slc2578_chr12",1,0,0,1,0,0.429,3,0.714,5,0.429,3,4
"2054","hsa-miR-30b","SETD1B","slc2578_chr12",7,"slc2578_chr12",1,0,0,1,0,0.429,3,0.714,5,0.429,3,4
"2055","hsa-miR-30c","SETD1B","slc2578_chr12",7,"slc2578_chr12",1,0,0,1,0,0.429,3,0.714,5,0.429,3,4
"2056","hsa-miR-30d","SETD1B","slc2578_chr12",7,"slc2578_chr12",1,0,0,1,0,0.429,3,0.714,5,0.429,3,4
"2057","hsa-miR-30e","SETD1B","slc2578_chr12",7,"slc2578_chr12",1,0,0,1,0,0.429,3,0.714,5,0.429,3,4
"2058","hsa-miR-200b","SEC23A","slc2582_chr14",12,"slc2582_chr14",1,0,0,1,0,1,12,1,12,1,12,3
"2059","hsa-miR-200c","SEC23A","slc2582_chr14",12,"slc2582_chr14",1,0,0,1,0,1,12,1,12,1,12,3
"2060","hsa-miR-106b","SSFA2","slc2582_chr2",6,"slc2582_chr2",1,0,0,1,0,0.833,5,1,6,0.833,5,4
"2061","hsa-miR-17","SSFA2","slc2582_chr2",6,"slc2582_chr2",1,0,0,1,0,0.833,5,1,6,0.833,5,4
"2062","hsa-miR-93","SSFA2","slc2582_chr2",6,"slc2582_chr2",1,0,0,1,0,0.833,5,1,6,0.833,5,4
"2063","hsa-miR-25","SSFA2","slc2585_chr2",32,"slc2585_chr2",1,0,0,1,0,0.969,31,0.969,31,0.969,31,1
"2064","hsa-miR-96","ECT2","slc2587_chr3",23,"slc2587_chr3",1,0,0,1,0,0.957,22,0.957,22,0.913,21,2
"2065","hsa-miR-27a","TBP","slc2589_chr6",12,"slc2589_chr6",1,0,0,1,0,1,12,0.75,9,0.75,9,2
"2066","hsa-miR-27b","TBP","slc2589_chr6",12,"slc2589_chr6",1,0,0,1,0,1,12,0.75,9,0.75,9,2
"2067","hsa-miR-16","TBP","slc2589_chr6",12,"slc2589_chr6",1,0,0,1,0,1,12,0.75,9,0.75,9,2
"2068","hsa-miR-424","TBP","slc2589_chr6",12,"slc2589_chr6",1,0,0,1,0,1,12,0.75,9,0.75,9,2
"2069","hsa-miR-33a","XK","slc258_chrX",5,"slc258_chrX",1,0,0,1,0,1,5,1,5,1,5,1
"2070","hsa-miR-203","INSIG1","slc2595_chr7",39,"slc2595_chr7",1,0,0,1,0,0.974,38,0.974,38,0.949,37,3
"2071","hsa-miR-141","TXNIP","slc2599_chr1",117,"slc2599_chr1",1,0,0,0.62,0.38,0.923,108,0.949,111,0.872,102,5
"2072","hsa-miR-200a","TXNIP","slc2599_chr1",117,"slc2599_chr1",1,0,0,0.62,0.38,0.923,108,0.949,111,0.872,102,5
"2073","hsa-miR-24","GBA2","slc2599_chr9",6,"slc2599_chr9",1,0,0,1,0,0.667,4,0.667,4,0.5,3,2
"2074","hsa-miR-16","FAM122B","slc2599_chrX",14,"slc2599_chrX",1,0,0,1,0,1,14,0.857,12,0.857,12,3
"2075","hsa-miR-424","FAM122B","slc2599_chrX",14,"slc2599_chrX",1,0,0,1,0,1,14,0.857,12,0.857,12,3
"2076","hsa-miR-148a","TXNIP","slc2604_chr1",51,"slc2604_chr1",1,0,0,0.61,0.39,0.922,47,0.706,36,0.627,32,19
"2077","hsa-miR-301a","TXNIP","slc2604_chr1",51,"slc2604_chr1",1,0,0,0.61,0.39,0.922,47,0.706,36,0.627,32,19
"2078","hsa-miR-203","EN2","slc2604_chr7",6,"slc2604_chr7",1,0,0,1,0,1,6,1,6,1,6,4
"2079","hsa-miR-106b","TXNIP","slc2605_chr1",20,"slc2605_chr1",1,0,0,0.61,0.39,1,20,0.65,13,0.65,13,5
"2080","hsa-miR-17","TXNIP","slc2605_chr1",20,"slc2605_chr1",1,0,0,0.61,0.39,1,20,0.65,13,0.65,13,5
"2081","hsa-miR-93","TXNIP","slc2605_chr1",20,"slc2605_chr1",1,0,0,0.61,0.39,1,20,0.65,13,0.65,13,5
"2082","hsa-miR-106b","PREX1","slc2606_chr20",10,"slc2606_chr20",1,0,0,1,0,1,10,0.5,5,0.5,5,2
"2083","hsa-miR-17","PREX1","slc2606_chr20",10,"slc2606_chr20",1,0,0,1,0,1,10,0.5,5,0.5,5,2
"2084","hsa-miR-93","PREX1","slc2606_chr20",10,"slc2606_chr20",1,0,0,1,0,1,10,0.5,5,0.5,5,2
"2085","hsa-miR-16","SNRPB2","slc260_chr20",5,"slc260_chr20",NA,NA,NA,1,0,1,5,0.8,4,0.8,4,3
"2086","hsa-miR-424","SNRPB2","slc260_chr20",5,"slc260_chr20",NA,NA,NA,1,0,1,5,0.8,4,0.8,4,3
"2087","hsa-miR-141","RNF170","slc2610_chr8",5,"slc2610_chr8",1,0,0,0.6,0.4,0.6,3,1,5,0.6,3,1
"2088","hsa-miR-200a","RNF170","slc2610_chr8",5,"slc2610_chr8",1,0,0,0.6,0.4,0.6,3,1,5,0.6,3,1
"2089","hsa-miR-196a","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2090","hsa-let-7a","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2091","hsa-let-7b","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2092","hsa-let-7c","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2093","hsa-let-7d","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2094","hsa-let-7e","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2095","hsa-let-7f","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
"2096","hsa-let-7g","IGDCC4","slc2617_chr15",28,"slc2617_chr15",1,0,0,1,0,0.857,24,0.964,27,0.857,24,3
