#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
1439,14,slc8330_chr1,NULL,NULL,NULL,0,1,0.429,6,0.5,7,0.214,3,7
1440,14,slc825_chr10,1,0,0,1,0,0.643,9,0.786,11,0.5,7,2
1441,14,slc8244_chr1,1,0,0,1,0,0.929,13,1,14,0.929,13,3
1442,14,slc8090_chr1,0,1,0,1,0,1,14,0.357,5,0.357,5,3
1443,14,slc807_chrX,1,0,0,1,0,0.929,13,1,14,0.929,13,2
1444,14,slc791_chr14,1,0,0,1,0,0.929,13,0.786,11,0.714,10,3
1445,14,slc787_chr12,0,1,0,1,0,1,14,1,14,1,14,4
1446,14,slc775_chr6,1,0,0,0.95,0.05,0.929,13,0.643,9,0.571,8,5
1447,14,slc766_chr6,1,0,0,0.95,0.05,0.929,13,0.643,9,0.571,8,6
1448,14,slc765_chr6,1,0,0,0.94,0.06,0.643,9,0.714,10,0.429,6,6
1449,14,slc695_chr1,1,0,0,1,0,1,14,0.929,13,0.929,13,1
1450,14,slc666_chr6,1,0,0,0.67,0.33,1,14,1,14,1,14,1
1451,14,slc654_chrX,1,0,0,1,0,0.929,13,0.929,13,0.857,12,3
1452,14,slc622_chr16,0,1,0,1,0,1,14,0.929,13,0.929,13,1
1453,14,slc565_chr21,0.53,0.47,0,1,0,0.929,13,0.929,13,0.857,12,1
1454,14,slc564_chr13,1,0,0,1,0,0.786,11,1,14,0.786,11,1
1455,14,slc55_chrM,NULL,NULL,NULL,0.4,0.6,0.714,10,0.5,7,0.357,5,5
1456,14,slc540_chr15,1,0,0,0.8,0.2,1,14,0.786,11,0.786,11,2
1457,14,slc5342_chr17,1,0,0,0.75,0.25,0.714,10,0.929,13,0.643,9,1
1458,14,slc5064_chr17,0,1,0,1,0,0.786,11,0.786,11,0.571,8,5
1459,14,slc502_chr22,1,0,0,1,0,1,14,0.929,13,0.929,13,1
1460,14,slc490_chr11,1,0,0,0.67,0.33,0.643,9,0.929,13,0.571,8,1
1461,14,slc488_chr2,NULL,NULL,NULL,0,1,0.714,10,0.357,5,0.214,3,5
1462,14,slc4777_chr5,NULL,NULL,NULL,1,0,0.929,13,0.929,13,0.929,13,3
1463,14,slc4636_chr2,1,0,0,0.8,0.2,0.929,13,0.929,13,0.857,12,2
1464,14,slc4623_chr7,1,0,0,0.86,0.14,1,14,1,14,1,14,2
1465,14,slc452_chr11,NULL,NULL,NULL,0,1,0.786,11,1,14,0.786,11,6
1466,14,slc4457_chr16,0,1,0,1,0,0.929,13,0.714,10,0.643,9,3
1467,14,slc4429_chr12,1,0,0,1,0,0.786,11,0.571,8,0.429,6,3
1468,14,slc4411_chr16,1,0,0,1,0,1,14,1,14,1,14,3
1469,14,slc4405_chr2,0,1,0,1,0,0.857,12,0.714,10,0.571,8,6
1470,14,slc4312_chr19,1,0,0,0.86,0.14,0.857,12,0.857,12,0.714,10,3
1471,14,slc4309_chr5,0,0.83,0.17,1,0,0.929,13,1,14,0.929,13,2
1472,14,slc4239_chr7,0.67,0.33,0,1,0,1,14,1,14,1,14,1
1473,14,slc4237_chr7,1,0,0,1,0,1,14,0.929,13,0.929,13,5
1474,14,slc4150_chr8,1,0,0,0.71,0.29,1,14,0.929,13,0.929,13,1
1475,14,slc4119_chr1,1,0,0,0.8,0.2,1,14,1,14,1,14,4
1476,14,slc4113_chr12,1,0,0,0.75,0.25,0.929,13,0.929,13,0.857,12,7
1477,14,slc4109_chr2,1,0,0,1,0,0.786,11,0.929,13,0.714,10,4
1478,14,slc4027_chr3,0.6,0,0.4,1,0,0.929,13,1,14,0.929,13,3
1479,14,slc4002_chr1,1,0,0,1,0,0.857,12,1,14,0.857,12,1
1480,14,slc3898_chr6,NULL,NULL,NULL,1,0,0.929,13,0.714,10,0.643,9,2
1481,14,slc3877_chr16,1,0,0,0.71,0.29,0.429,6,1,14,0.429,6,5
1482,14,slc3751_chr8,NULL,NULL,NULL,0,1,0.786,11,1,14,0.786,11,1
1483,14,slc3732_chr12,1,0,0,0.5,0.5,1,14,0.929,13,0.929,13,1
1484,14,slc3660_chr12,0,1,0,1,0,0.929,13,0.929,13,0.857,12,2
1485,14,slc3590_chr10,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
1486,14,slc3573_chr12,1,0,0,1,0,1,14,0.786,11,0.786,11,4
1487,14,slc355_chr8,1,0,0,0.91,0.09,1,14,0.929,13,0.929,13,1
1488,14,slc3550_chr8,0,1,0,NULL,NULL,0.071,1,0,0,0,0,0
1489,14,slc3525_chr5,1,0,0,1,0,0.929,13,1,14,0.929,13,3
1490,14,slc3464_chr11,1,0,0,1,0,0.857,12,0.929,13,0.857,12,4
1491,14,slc3438_chr14,1,0,0,1,0,0.857,12,0.929,13,0.786,11,3
1492,14,slc3412_chr9,0,1,0,1,0,1,14,0.643,9,0.643,9,2
1493,14,slc3403_chr12,0,1,0,0.92,0.08,0.929,13,0.714,10,0.714,10,6
1494,14,slc3394_chr12,1,0,0,0.91,0.09,1,14,0.929,13,0.929,13,5
1495,14,slc3341_chr14,1,0,0,1,0,1,14,0.929,13,0.929,13,2
1496,14,slc329_chr6,1,0,0,1,0,0.857,12,0.929,13,0.786,11,5
1497,14,slc328_chr17,1,0,0,0.75,0.25,1,14,1,14,1,14,1
1498,14,slc308_chr12,1,0,0,1,0,0.929,13,0.857,12,0.786,11,1
1499,14,slc2881_chr6,0,1,0,1,0,0.214,3,0,0,0,0,0
1500,14,slc2759_chr17,1,0,0,1,0,1,14,1,14,1,14,4
1501,14,slc2714_chr20,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
1502,14,slc2635_chr5,0,1,0,0.86,0.14,0.857,12,0.786,11,0.786,11,5
1503,14,slc2600_chr12,1,0,0,1,0,1,14,0.714,10,0.714,10,1
1504,14,slc2599_chrX,1,0,0,1,0,1,14,0.857,12,0.857,12,3
1505,14,slc2576_chr4,1,0,0,1,0,0.857,12,0.857,12,0.714,10,3
1506,14,slc2568_chr17,NULL,NULL,NULL,1,0,1,14,1,14,1,14,4
1507,14,slc2556_chr5,1,0,0,0.67,0.33,0.929,13,0.857,12,0.857,12,5
1508,14,slc243_chr16,1,0,0,1,0,1,14,0.786,11,0.786,11,1
1509,14,slc2400_chr17,1,0,0,1,0,0.714,10,1,14,0.714,10,3
1510,14,slc2315_chr11,0.17,0.83,0,1,0,1,14,0.929,13,0.929,13,1
1511,14,slc2304_chr5,0,1,0,1,0,1,14,0.929,13,0.929,13,1
1512,14,slc2229_chr20,0.93,0.07,0,1,0,0.643,9,0.857,12,0.643,9,1
1513,14,slc2174_chr6,1,0,0,1,0,0.786,11,0.929,13,0.714,10,2
1514,14,slc2159_chr5,0,1,0,0.9,0.1,0.929,13,0.643,9,0.571,8,2
1515,14,slc2155_chr6,0,0.86,0.14,1,0,0.929,13,0.786,11,0.714,10,1
1516,14,slc2147_chr11,1,0,0,0.83,0.17,0.929,13,0.643,9,0.571,8,4
1517,14,slc2117_chr5,1,0,0,1,0,1,14,0.857,12,0.857,12,5
1518,14,slc2037_chr9,NULL,NULL,NULL,0,1,1,14,0.929,13,0.929,13,1
1519,14,slc1983_chr7,0.67,0.33,0,NULL,NULL,0,0,0,0,0,0,0
1520,14,slc1982_chr10,1,0,0,1,0,1,14,0.929,13,0.929,13,1
1521,14,slc1882_chr17,1,0,0,1,0,0.786,11,0.786,11,0.643,9,4
1522,14,slc1851_chr4,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
1523,14,slc1844_chr17,0,0.8,0.2,0.94,0.06,0.857,12,0.643,9,0.571,8,2
1524,14,slc1813_chr9,1,0,0,1,0,0.857,12,0.929,13,0.786,11,2
1525,14,slc1796_chr7,0,1,0,1,0,0.857,12,1,14,0.857,12,3
1526,14,slc1773_chr1,1,0,0,1,0,0.786,11,0.786,11,0.643,9,1
1527,14,slc1761_chr6,1,0,0,0.83,0.17,1,14,0.929,13,0.929,13,1
1528,14,slc1754_chr19,1,0,0,1,0,1,14,0.857,12,0.857,12,3
1529,14,slc1684_chr14,0,1,0,0.92,0.08,0.857,12,0.929,13,0.786,11,2
1530,14,slc1650_chrX,0,1,0,1,0,0.857,12,1,14,0.857,12,1
1531,14,slc1612_chr5,1,0,0,0.8,0.2,0.857,12,1,14,0.857,12,1
1532,14,slc1508_chr12,0,1,0,0.33,0.67,0.857,12,0.929,13,0.786,11,1
1533,14,slc1428_chr11,0,0.88,0.12,0.67,0.33,1,14,0.857,12,0.857,12,1
1534,14,slc1416_chr1,1,0,0,1,0,0.643,9,0.929,13,0.643,9,3
1535,14,slc1379_chr13,1,0,0,1,0,0.786,11,0.929,13,0.786,11,6
1536,14,slc1352_chr7,0,1,0,0.8,0.2,0.786,11,1,14,0.786,11,5
1537,14,slc135_chrM,1,0,0,1,0,0.929,13,0.643,9,0.643,9,4
1538,14,slc1331_chr8,1,0,0,1,0,0.714,10,0.929,13,0.643,9,3
1539,14,slc1292_chr2,0,1,0,1,0,0.929,13,0.929,13,0.857,12,1
1540,14,slc1286_chr12,1,0,0,1,0,0.643,9,1,14,0.643,9,6
1541,14,slc1211_chr13,1,0,0,1,0,1,14,0.929,13,0.929,13,1
1542,14,slc1192_chr9,NULL,NULL,NULL,1,0,0.143,2,0.857,12,0.143,2,7
1543,14,slc1138_chr22,0,1,0,1,0,0.929,13,0.429,6,0.357,5,2
1544,14,slc1129_chr22,1,0,0,0.88,0.12,1,14,0.786,11,0.786,11,4
1545,14,slc1072_chr14,0,1,0,1,0,1,14,1,14,1,14,2
1546,14,slc1065_chr6,0,0,1,1,0,1,14,0.857,12,0.857,12,4
1547,14,slc1057_chr15,1,0,0,1,0,1,14,1,14,1,14,1
1548,14,slc1045_chrX,1,0,0,1,0,0.929,13,1,14,0.929,13,1
1549,13,slc984_chr12,0,1,0,1,0,1,13,1,13,1,13,2
1550,13,slc8845_chr1,1,0,0,0.92,0.08,0.846,11,1,13,0.846,11,1
1551,13,slc880_chr10,0,0.75,0.25,0.9,0.1,1,13,0.923,12,0.923,12,1
1552,13,slc8796_chr1,1,0,0,1,0,0.923,12,1,13,0.923,12,2
1553,13,slc876_chr8,0,1,0,1,0,1,13,0.923,12,0.923,12,4
1554,13,slc871_chr20,1,0,0,0,1,0,0,0,0,0,0,0
1555,13,slc849_chr5,0,1,0,1,0,1,13,1,13,1,13,1
1556,13,slc840_chr16,0,1,0,1,0,1,13,0.846,11,0.846,11,5
1557,13,slc805_chr7,1,0,0,0.8,0.2,0.769,10,0.231,3,0.231,3,2
1558,13,slc780_chr6,1,0,0,0.94,0.06,0.769,10,0.615,8,0.538,7,6
1559,13,slc7536_chr1,1,0,0,1,0,1,13,0.846,11,0.846,11,4
1560,13,slc751_chr8,1,0,0,1,0,0.923,12,0.923,12,0.846,11,4
1561,13,slc750_chr10,1,0,0,1,0,0.692,9,1,13,0.692,9,3
1562,13,slc7251_chr1,1,0,0,0.83,0.17,0.923,12,0.846,11,0.769,10,3
1563,13,slc714_chr16,1,0,0,1,0,0.769,10,1,13,0.769,10,2
1564,13,slc7060_chr1,1,0,0,1,0,0.615,8,0.923,12,0.538,7,4
1565,13,slc680_chr14,1,0,0,1,0,0.923,12,0.615,8,0.615,8,6
1566,13,slc6754_chr2,NULL,NULL,NULL,0,1,0.615,8,0.923,12,0.538,7,4
1567,13,slc650_chr12,1,0,0,0.52,0.48,1,13,0.769,10,0.769,10,1
1568,13,slc6471_chr1,0,0.8,0.2,0.93,0.07,1,13,0.923,12,0.923,12,2
1569,13,slc5922_chr2,0,1,0,1,0,1,13,1,13,1,13,1
1570,13,slc5903_chr3,NULL,NULL,NULL,0,1,0.462,6,0,0,0,0,0
1571,13,slc5591_chr1,1,0,0,1,0,1,13,0.923,12,0.923,12,3
1572,13,slc5523_chr3,1,0,0,0.92,0.08,1,13,0.923,12,0.923,12,3
1573,13,slc5497_chr2,1,0,0,1,0,0.923,12,0.923,12,0.846,11,3
1574,13,slc5463_chr17,1,0,0,1,0,0.769,10,0.923,12,0.692,9,1
1575,13,slc5450_chr17,1,0,0,0.92,0.08,0.846,11,0.692,9,0.538,7,6
1576,13,slc529_chr16,1,0,0,1,0,0.769,10,1,13,0.769,10,3
1577,13,slc5216_chr2,NULL,NULL,NULL,1,0,0.846,11,0.846,11,0.692,9,1
1578,13,slc521_chr17,NULL,NULL,NULL,0,1,0,0,0.154,2,0,0,2
1579,13,slc5044_chr17,1,0,0,1,0,0.769,10,0.769,10,0.692,9,5
1580,13,slc5042_chr3,1,0,0,1,0,0.923,12,0.923,12,0.846,11,1
1581,13,slc5038_chr12,0.11,0.89,0,1,0,1,13,1,13,1,13,1
1582,13,slc4932_chr12,1,0,0,NULL,NULL,0,0,0,0,0,0,0
1583,13,slc4889_chr2,0.89,0.11,0,0.92,0.08,1,13,1,13,1,13,4
1584,13,slc4839_chr1,1,0,0,1,0,1,13,1,13,1,13,2
1585,13,slc4824_chr5,1,0,0,1,0,1,13,0.846,11,0.846,11,5
1586,13,slc4785_chr17,1,0,0,0.8,0.2,0.385,5,0.769,10,0.231,3,4
1587,13,slc4766_chr7,1,0,0,1,0,1,13,0.923,12,0.923,12,2
1588,13,slc4757_chr7,1,0,0,1,0,0.769,10,0.923,12,0.692,9,1
1589,13,slc475_chr14,0.2,0.8,0,1,0,0.923,12,0.846,11,0.769,10,4
1590,13,slc4651_chr6,0,1,0,1,0,1,13,0.692,9,0.692,9,3
1591,13,slc4642_chr2,1,0,0,0.8,0.2,0.923,12,1,13,0.923,12,5
1592,13,slc4517_chr5,1,0,0,0.91,0.09,1,13,0.923,12,0.923,12,1
1593,13,slc446_chr3,1,0,0,1,0,1,13,1,13,1,13,1
1594,13,slc4419_chr19,0,1,0,0.71,0.29,1,13,0.923,12,0.923,12,2
1595,13,slc4392_chr12,1,0,0,1,0,0.769,10,0.923,12,0.692,9,5
1596,13,slc4375_chr2,0,1,0,1,0,0.923,12,0.769,10,0.692,9,3
1597,13,slc4214_chr5,1,0,0,0.89,0.11,0.538,7,0.846,11,0.538,7,4
1598,13,slc4202_chr10,0,1,0,1,0,0.923,12,0.923,12,0.923,12,3
1599,13,slc4158_chr9,1,0,0,1,0,0.923,12,0.769,10,0.692,9,2
1600,13,slc4112_chr1,1,0,0,0.8,0.2,0.923,12,0.769,10,0.769,10,3
1601,13,slc4056_chr8,0,1,0,0.86,0.14,1,13,0.769,10,0.769,10,7
1602,13,slc3989_chr10,1,0,0,1,0,0.923,12,0.769,10,0.692,9,4
1603,13,slc3948_chr3,1,0,0,0.83,0.17,1,13,0.923,12,0.923,12,1
1604,13,slc3886_chr16,1,0,0,0.71,0.29,0.692,9,0.769,10,0.615,8,4
1605,13,slc38_chrM,0,0,1,0.8,0.2,0.923,12,0.308,4,0.308,4,2
1606,13,slc3765_chr17,0,1,0,1,0,0.154,2,0.615,8,0.077,1,6
1607,13,slc3757_chr17,1,0,0,1,0,1,13,0.923,12,0.923,12,1
1608,13,slc367_chr6,1,0,0,1,0,0.846,11,0.769,10,0.615,8,3
1609,13,slc359_chr21,NULL,NULL,NULL,1,0,0.923,12,0.923,12,0.846,11,3
1610,13,slc3566_chr12,1,0,0,1,0,0.846,11,0.769,10,0.615,8,6
1611,13,slc3495_chr6,0,1,0,1,0,1,13,0.923,12,0.923,12,3
1612,13,slc3439_chr9,NULL,NULL,NULL,0,1,0.615,8,0,0,0,0,0
1613,13,slc3384_chr8,1,0,0,1,0,0.923,12,0.846,11,0.846,11,3
1614,13,slc3324_chr12,0,1,0,1,0,0.923,12,1,13,0.923,12,3
1615,13,slc3323_chr12,0,1,0,1,0,1,13,0.923,12,0.923,12,1
1616,13,slc3317_chr9,1,0,0,1,0,0.308,4,0.692,9,0.154,2,3
1617,13,slc3282_chr12,1,0,0,1,0,1,13,0.923,12,0.923,12,2
1618,13,slc3257_chr3,0,1,0,1,0,1,13,1,13,1,13,1
1619,13,slc3247_chr3,1,0,0,1,0,0.923,12,0.769,10,0.692,9,3
1620,13,slc3244_chr2,1,0,0,1,0,1,13,0.923,12,0.923,12,3
1621,13,slc3180_chr9,NULL,NULL,NULL,1,0,1,13,1,13,1,13,1
1622,13,slc3147_chr16,NULL,NULL,NULL,0.5,0.5,1,13,1,13,1,13,4
1623,13,slc3127_chr12,0,1,0,1,0,0.846,11,0.923,12,0.846,11,2
1624,13,slc3034_chr11,1,0,0,1,0,0.846,11,0.846,11,0.692,9,3
1625,13,slc3025_chr9,1,0,0,1,0,0.769,10,1,13,0.769,10,2
1626,13,slc3019_chr11,1,0,0,1,0,1,13,0.538,7,0.538,7,1
1627,13,slc2959_chr14,NULL,NULL,NULL,0,1,0.846,11,0.538,7,0.462,6,3
1628,13,slc2931_chr2,1,0,0,1,0,0.923,12,0.923,12,0.846,11,1
1629,13,slc2832_chr1,1,0,0,1,0,1,13,1,13,1,13,3
1630,13,slc281_chr3,1,0,0,0.85,0.15,1,13,0.769,10,0.769,10,2
1631,13,slc2777_chr4,NULL,NULL,NULL,0,1,0.692,9,1,13,0.692,9,4
1632,13,slc2721_chr3,1,0,0,0.88,0.12,0.846,11,0.846,11,0.692,9,2
1633,13,slc2676_chr14,1,0,0,1,0,0.923,12,0.923,12,0.846,11,3
1634,13,slc2659_chr14,1,0,0,1,0,1,13,0.846,11,0.846,11,5
1635,13,slc2562_chr14,0,1,0,1,0,1,13,0.538,7,0.538,7,4
1636,13,slc2522_chr7,NULL,NULL,NULL,1,0,1,13,1,13,1,13,1
1637,13,slc2417_chr3,1,0,0,1,0,0.385,5,0.846,11,0.308,4,1
1638,13,slc2343_chr1,1,0,0,1,0,0.769,10,1,13,0.769,10,1
1639,13,slc2227_chr3,0,0.86,0.14,0.92,0.08,0.846,11,1,13,0.846,11,4
1640,13,slc2191_chr9,1,0,0,1,0,1,13,1,13,1,13,3
1641,13,slc2050_chr10,1,0,0,1,0,0.923,12,0.923,12,0.846,11,2
1642,13,slc2038_chr2,1,0,0,1,0,0.615,8,0.923,12,0.538,7,6
1643,13,slc1978_chrX,1,0,0,1,0,1,13,0.846,11,0.846,11,3
1644,13,slc1932_chr19,1,0,0,1,0,0.846,11,0.846,11,0.692,9,6
1645,13,slc1931_chr17,0.26,0.74,0,1,0,1,13,0.923,12,0.923,12,3
1646,13,slc1929_chr10,1,0,0,1,0,0.462,6,0.846,11,0.462,6,3
1647,13,slc187_chr6,1,0,0,1,0,1,13,1,13,1,13,3
1648,13,slc187_chr21,NULL,NULL,NULL,0,1,1,13,0.846,11,0.846,11,1
1649,13,slc1855_chr11,NULL,NULL,NULL,0,1,1,13,0.385,5,0.385,5,4
1650,13,slc1816_chr2,1,0,0,1,0,0.923,12,1,13,0.923,12,1
1651,13,slc1795_chr16,0,1,0,1,0,0.923,12,1,13,0.923,12,3
1652,13,slc1757_chr4,1,0,0,1,0,1,13,1,13,1,13,1
1653,13,slc1703_chr3,1,0,0,0.75,0.25,0.846,11,0.769,10,0.692,9,3
1654,13,slc1682_chr14,1,0,0,0.3,0.7,0.923,12,1,13,0.923,12,2
1655,13,slc1661_chr7,1,0,0,0.83,0.17,1,13,0.923,12,0.923,12,2
1656,13,slc1646_chr10,1,0,0,1,0,0.846,11,0.923,12,0.846,11,3
1657,13,slc1641_chr7,0.11,0.89,0,1,0,0.846,11,0.769,10,0.692,9,2
1658,13,slc1556_chr9,1,0,0,1,0,0.692,9,0.538,7,0.462,6,6
1659,13,slc1546_chr10,NULL,NULL,NULL,0.5,0.5,0.846,11,1,13,0.846,11,3
1660,13,slc153_chr15,1,0,0,1,0,1,13,0.692,9,0.692,9,2
1661,13,slc1527_chr19,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
1662,13,slc152_chrM,0,1,0,1,0,0.846,11,0.385,5,0.308,4,5
1663,13,slc1493_chr19,1,0,0,0.67,0.33,0.923,12,0.846,11,0.769,10,2
1664,13,slc1417_chrX,NULL,NULL,NULL,0.05,0.95,1,13,0.154,2,0.154,2,2
1665,13,slc1406_chr20,1,0,0,1,0,0.923,12,0.769,10,0.769,10,2
1666,13,slc132_chrM,0,1,0,1,0,0.462,6,0.308,4,0.154,2,3
1667,13,slc1297_chr18,0,1,0,1,0,1,13,0.923,12,0.923,12,1
1668,13,slc129_chr3,1,0,0,0.67,0.33,0.846,11,0.846,11,0.769,10,4
1669,13,slc124_chr3,1,0,0,0.92,0.08,1,13,0.308,4,0.308,4,4
1670,13,slc1186_chr10,1,0,0,1,0,1,13,1,13,1,13,1
1671,13,slc1161_chr2,1,0,0,0.92,0.08,1,13,1,13,1,13,2
1672,13,slc11_chr18,1,0,0,1,0,0.923,12,0.846,11,0.769,10,2
1673,13,slc1066_chr2,0,1,0,1,0,0.692,9,0.923,12,0.615,8,3
1674,12,slc942_chr20,1,0,0,1,0,0.917,11,0.917,11,0.833,10,2
1675,12,slc92_chr3,0,1,0,1,0,1,12,0.917,11,0.917,11,4
1676,12,slc915_chr12,1,0,0,1,0,0.833,10,0.667,8,0.583,7,2
1677,12,slc904_chr1,1,0,0,1,0,1,12,0.917,11,0.917,11,2
1678,12,slc8939_chr1,1,0,0,1,0,0.5,6,0.917,11,0.5,6,6
1679,12,slc888_chr12,1,0,0,0.91,0.09,1,12,1,12,1,12,1
1680,12,slc879_chr20,1,0,0,0.67,0.33,1,12,0.917,11,0.917,11,2
1681,12,slc846_chr10,NULL,NULL,NULL,0.25,0.75,1,12,1,12,1,12,4
1682,12,slc8332_chr1,NULL,NULL,NULL,0.5,0.5,0.5,6,0.25,3,0.167,2,2
1683,12,slc81_chrM,1,0,0,0,1,1,12,0.083,1,0.083,1,1
1684,12,slc795_chrX,0,0,1,NULL,NULL,0,0,0,0,0,0,0
1685,12,slc7713_chr1,0,1,0,0.8,0.2,0.917,11,1,12,0.917,11,2
1686,12,slc6827_chr2,NULL,NULL,NULL,0,1,1,12,0.583,7,0.583,7,3
1687,12,slc6738_chr1,1,0,0,1,0,0.667,8,0.833,10,0.5,6,3
1688,12,slc662_chr13,1,0,0,1,0,0.667,8,0.917,11,0.583,7,1
1689,12,slc640_chr12,0.09,0.91,0,0,1,0.25,3,0,0,0,0,0
1690,12,slc6281_chr2,1,0,0,1,0,1,12,0.917,11,0.917,11,2
1691,12,slc6064_chr1,1,0,0,0.75,0.25,0.917,11,1,12,0.917,11,5
1692,12,slc600_chr13,1,0,0,1,0,1,12,0.917,11,0.917,11,1
1693,12,slc5969_chr3,1,0,0,1,0,1,12,0.667,8,0.667,8,5
1694,12,slc590_chr8,1,0,0,1,0,0.833,10,0.833,10,0.667,8,2
1695,12,slc5786_chr17,1,0,0,1,0,1,12,0.667,8,0.667,8,3
1696,12,slc5609_chr17,1,0,0,0.85,0.15,1,12,1,12,1,12,3
1697,12,slc559_chr14,NULL,NULL,NULL,0,1,1,12,0.917,11,0.917,11,1
1698,12,slc5429_chr3,1,0,0,1,0,1,12,0.917,11,0.917,11,3
1699,12,slc5224_chr17,NULL,NULL,NULL,1,0,0.583,7,0.917,11,0.583,7,2
1700,12,slc519_chr17,NULL,NULL,NULL,0.13,0.87,1,12,0.583,7,0.583,7,3
1701,12,slc514_chr10,0,0.9,0.1,0.92,0.08,0.917,11,1,12,0.917,11,4
1702,12,slc5095_chr19,1,0,0,0.6,0.4,0.917,11,0.917,11,0.833,10,3
1703,12,slc5079_chr2,0.92,0,0.08,0.92,0.08,0.75,9,0.667,8,0.5,6,4
1704,12,slc5065_chr17,0,1,0,1,0,0.833,10,0.75,9,0.667,8,6
1705,12,slc501_chr17,1,0,0,1,0,1,12,1,12,1,12,1
1706,12,slc4977_chr12,0,0.75,0.25,1,0,1,12,0.833,10,0.833,10,3
1707,12,slc4969_chr12,1,0,0,1,0,1,12,0.917,11,0.917,11,2
1708,12,slc4945_chr12,1,0,0,1,0,0.917,11,0.917,11,0.833,10,6
1709,12,slc4870_chr2,1,0,0,0.86,0.14,0.75,9,0.917,11,0.667,8,1
1710,12,slc4869_chr2,1,0,0,0.89,0.11,0.917,11,0.917,11,0.833,10,1
1711,12,slc4825_chr3,1,0,0,1,0,1,12,0.917,11,0.917,11,2
1712,12,slc4816_chr12,0,1,0,1,0,1,12,0.75,9,0.75,9,1
1713,12,slc4783_chr17,1,0,0,0.8,0.2,0.917,11,1,12,0.917,11,6
1714,12,slc4780_chr17,1,0,0,0.8,0.2,1,12,0.75,9,0.75,9,2
1715,12,slc474_chr17,0,0.67,0.33,1,0,0.917,11,0.833,10,0.833,10,1
1716,12,slc4686_chr2,0,1,0,1,0,0.917,11,0.917,11,0.833,10,2
1717,12,slc4680_chr7,1,0,0,1,0,1,12,1,12,1,12,1
1718,12,slc4652_chr7,1,0,0,0.83,0.17,0.917,11,1,12,0.917,11,2
1719,12,slc462_chr21,1,0,0,0.44,0.56,0.583,7,0.917,11,0.5,6,3
1720,12,slc4619_chr19,1,0,0,0.5,0.5,0.917,11,0.833,10,0.75,9,5
1721,12,slc4600_chr17,0,1,0,1,0,1,12,0.417,5,0.417,5,5
1722,12,slc4540_chr1,1,0,0,1,0,0.917,11,1,12,0.917,11,1
1723,12,slc4515_chr2,0,1,0,1,0,0.75,9,0.917,11,0.667,8,5
1724,12,slc4504_chr6,0,1,0,0.96,0.04,0.75,9,0.833,10,0.75,9,3
1725,12,slc4423_chr19,1,0,0,1,0,0.917,11,1,12,0.917,11,1
1726,12,slc442_chrX,1,0,0,1,0,0.833,10,0.917,11,0.833,10,1
1727,12,slc4420_chr5,1,0,0,1,0,0.833,10,0.917,11,0.833,10,6
1728,12,slc4391_chr19,1,0,0,1,0,1,12,0.833,10,0.833,10,3
1729,12,slc4336_chr1,0,1,0,1,0,0.917,11,0.917,11,0.833,10,2
1730,12,slc4324_chr1,1,0,0,1,0,1,12,0.917,11,0.917,11,2
1731,12,slc4248_chr6,1,0,0,0.83,0.17,1,12,0.833,10,0.833,10,5
1732,12,slc4241_chr11,1,0,0,0.91,0.09,0.75,9,0.917,11,0.667,8,4
1733,12,slc4205_chr8,1,0,0,1,0,0.833,10,0.917,11,0.833,10,2
1734,12,slc4183_chr1,0,0,1,0.33,0.67,1,12,1,12,1,12,3
1735,12,slc4147_chr8,0,1,0,0.89,0.11,0.917,11,0.917,11,0.833,10,3
1736,12,slc4143_chr3,0,1,0,1,0,0.75,9,0.833,10,0.667,8,2
1737,12,slc4105_chr1,1,0,0,1,0,0.917,11,0.333,4,0.333,4,4
1738,12,slc4102_chr1,0,1,0,1,0,0.917,11,0.75,9,0.667,8,2
1739,12,slc4045_chr5,1,0,0,1,0,0.667,8,0.75,9,0.417,5,6
1740,12,slc4025_chr10,1,0,0,1,0,1,12,1,12,1,12,1
1741,12,slc399_chr15,0,1,0,0.98,0.02,1,12,0.833,10,0.833,10,1
1742,12,slc3972_chr16,1,0,0,1,0,1,12,0.917,11,0.917,11,1
1743,12,slc3937_chr2,1,0,0,1,0,1,12,1,12,1,12,1
1744,12,slc39_chr14,0,0,1,0,1,0.333,4,0,0,0,0,0
1745,12,slc3898_chr19,1,0,0,0.78,0.22,1,12,0.833,10,0.833,10,3
1746,12,slc3893_chr16,1,0,0,0.78,0.22,1,12,1,12,1,12,1
1747,12,slc3874_chr11,NULL,NULL,NULL,0.5,0.5,0.917,11,0.917,11,0.833,10,3
1748,12,slc3867_chr10,0,1,0,1,0,0.833,10,1,12,0.833,10,2
1749,12,slc3856_chr2,0,1,0,1,0,0.833,10,0.833,10,0.833,10,2
1750,12,slc3795_chr12,0,1,0,1,0,0.75,9,0.083,1,0,0,1
1751,12,slc3794_chr19,1,0,0,0.73,0.27,1,12,1,12,1,12,2
